age,gender,country,job_role,seniority_level,years_experience,company_size,industry,work_mode,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score,burnout_level,salary_relative
28,Female,USA,Software Engineer,Manager,9,Small (51-200),Cybersecurity,Remote,48,5.0,19,5.6,1,8,0,0,0,7.2,6.0,7.1,8.6,8.3,5.8,Severe,1.6096344168629884
23,Male,USA,Data Analyst,Lead,2,Large (1001-5000),E-commerce,Hybrid,46,8.2,14,7.4,2,4,0,0,0,8.4,7.7,5.8,6.1,7.6,6.9,High,1.026323481755427
24,Male,USA,Software Engineer,Senior,4,Mid (201-1000),Consulting,Remote,38,2.9,6,5.5,5,7,0,0,0,9.4,6.9,5.9,5.3,5.4,3.7,Low,0.9708375513730751
30,Male,USA,Software Engineer,Senior,8,Enterprise (5000+),AI / ML Startup,On-site,48,6.3,49,7.1,4,18,0,0,1,9.2,6.9,8.0,5.9,4.2,5.3,Moderate,1.0081256364076987
25,Female,Germany,Software Engineer,Mid,3,Enterprise (5000+),Consulting,Hybrid,48,5.1,30,4.9,3,14,0,0,1,6.7,7.4,2.3,6.5,4.8,8.6,Moderate,0.805152414287507
26,Male,France,Software Engineer,Junior,4,Small (51-200),Fintech,Hybrid,48,4.0,26,7.9,0,8,0,0,1,4.6,5.0,3.2,2.5,6.4,6.4,High,0.5409664884066009
24,Female,Canada,Backend Developer,Manager,1,Enterprise (5000+),AI / ML Startup,Hybrid,52,2.4,55,7.3,1,8,1,0,1,5.8,10.0,6.5,4.2,5.1,5.6,Moderate,1.3715563234020327
38,Prefer not to say,USA,QA Engineer,Senior,15,Large (1001-5000),Cybersecurity,Hybrid,49,4.0,29,8.4,4,10,0,0,1,7.0,4.3,5.0,5.1,5.8,1.0,High,0.937801462895661
26,Male,USA,DevOps Engineer,Junior,3,Large (1001-5000),SaaS / Cloud,Remote,50,2.5,23,6.2,3,9,0,0,0,10.0,2.8,4.1,3.8,4.5,4.6,Low,0.5747369502802665
34,Male,Canada,Frontend Developer,Junior,12,Mid (201-1000),Fintech,Hybrid,49,3.0,18,6.6,2,14,0,0,1,3.7,7.0,5.2,3.7,8.2,4.5,Severe,0.49378170280744454
30,Male,India,Software Engineer,Manager,8,Small (51-200),Consulting,Hybrid,48,5.5,28,5.4,1,15,0,0,1,5.0,5.3,2.1,5.0,6.5,8.2,Severe,0.9676206395352511
33,Female,India,Data Analyst,Senior,11,Large (1001-5000),E-commerce,Remote,42,3.2,5,5.6,1,14,1,1,1,9.6,9.5,3.3,8.8,8.6,6.8,Low,0.962782656685407
29,Male,USA,Frontend Developer,Lead,6,Mid (201-1000),SaaS / Cloud,Hybrid,56,8.3,5,5.4,6,4,0,0,1,5.7,5.4,6.3,6.6,8.5,3.1,Severe,1.1536384074766477
36,Male,USA,ML Engineer,Lead,15,Mid (201-1000),Consulting,Remote,46,5.4,29,5.9,5,7,1,1,1,5.5,4.4,3.0,2.1,7.2,1.7,Severe,1.4240601391367091
35,Male,India,Backend Developer,Senior,14,Enterprise (5000+),Enterprise Software,Hybrid,50,3.5,30,7.0,3,16,1,1,0,7.2,5.2,5.3,6.3,7.9,2.1,Low,0.962782656685407
39,Female,India,Full Stack Developer,Senior,17,Small (51-200),Cybersecurity,Remote,55,1.1,29,4.8,5,11,0,0,1,6.6,7.4,1.0,6.0,9.9,3.6,Severe,0.962782656685407
26,Non-binary,USA,Backend Developer,Mid,2,Small (51-200),SaaS / Cloud,On-site,36,1.8,8,5.7,0,22,0,0,1,7.4,5.5,4.1,6.1,5.5,5.4,Low,0.8519478780892881
25,Male,Germany,Cloud Engineer,Senior,2,Enterprise (5000+),SaaS / Cloud,Hybrid,47,3.0,25,5.8,1,25,1,1,1,7.0,8.0,5.7,3.9,5.9,8.3,Low,1.3100760277848358
28,Female,USA,DevOps Engineer,Mid,6,Small (51-200),Consulting,Remote,49,3.9,26,6.7,2,11,1,1,0,4.9,8.1,6.0,2.8,5.9,2.4,Severe,0.6239236265037893
32,Female,India,DevOps Engineer,Senior,13,Large (1001-5000),Fintech,On-site,39,0.9,25,6.2,1,21,1,0,1,3.9,8.5,3.9,7.0,7.1,5.9,Low,1.0126066591688767
35,Male,India,Full Stack Developer,Mid,12,Startup (1-50),E-commerce,On-site,39,3.8,4,6.3,4,14,0,0,0,7.1,6.4,4.7,6.8,6.2,4.0,Low,0.962782656685407
27,Male,USA,DevOps Engineer,Lead,5,Large (1001-5000),Fintech,Hybrid,41,6.7,17,5.7,1,10,0,0,1,8.0,4.1,5.8,7.3,7.3,4.7,High,1.2876550397057338
32,Male,Germany,Software Engineer,Manager,11,Startup (1-50),SaaS / Cloud,On-site,56,5.7,4,6.2,1,18,1,0,1,3.1,7.7,6.8,2.0,7.8,2.7,Severe,1.3740210846903775
30,Female,Canada,Cloud Engineer,Senior,10,Mid (201-1000),Social Media / AdTech,Hybrid,46,2.2,16,6.3,4,14,0,0,0,4.7,8.1,4.1,7.2,8.1,6.4,Low,1.0438290866186577
29,Male,Canada,Cybersecurity Engineer,Junior,9,Small (51-200),Fintech,Hybrid,46,6.0,19,6.1,7,9,1,0,0,6.7,2.6,6.3,7.2,8.7,4.8,Moderate,0.6037097593153786
31,Female,Canada,Data Scientist,Manager,8,Small (51-200),SaaS / Cloud,On-site,61,8.0,16,6.6,3,14,0,0,1,6.8,6.4,4.1,6.9,2.7,1.9,Severe,1.1165716559285566
42,Male,France,Software Engineer,Junior,19,Mid (201-1000),Cybersecurity,Remote,46,5.4,5,6.7,3,7,0,0,1,5.2,5.4,5.5,3.5,5.8,8.6,High,0.5409664884066009
37,Male,Canada,ML Engineer,Mid,16,Startup (1-50),E-commerce,Hybrid,48,4.4,4,6.2,5,8,1,0,0,7.6,3.7,5.3,5.5,6.8,5.1,Moderate,0.9618945991249749
38,Male,France,Software Engineer,Mid,15,Startup (1-50),E-commerce,On-site,47,6.5,6,8.5,4,15,1,1,0,3.1,5.9,4.8,7.6,5.4,10.0,Low,0.7183223516307049
34,Male,Germany,Software Engineer,Senior,12,Small (51-200),E-commerce,Remote,43,1.0,25,6.9,4,13,1,0,1,5.8,3.8,6.2,4.0,4.3,6.9,Low,1.052481324162112
43,Male,Brazil,Backend Developer,Manager,20,Enterprise (5000+),Healthcare Tech,Hybrid,43,7.5,42,6.9,7,12,0,0,1,6.3,5.7,1.6,4.9,5.4,9.4,Low,1.4092604726103222
37,Male,USA,QA Engineer,Senior,18,Large (1001-5000),AI / ML Startup,Remote,37,4.2,7,5.5,3,15,0,0,1,3.9,3.5,5.2,6.9,6.0,7.2,Low,0.7459804247952098
22,Male,Germany,Software Engineer,Lead,2,Small (51-200),SaaS / Cloud,Remote,51,3.7,7,5.1,4,13,1,0,0,5.8,7.5,6.0,4.8,4.8,5.1,High,1.3107823338790126
36,Male,Singapore,Backend Developer,Mid,10,Startup (1-50),SaaS / Cloud,Remote,40,3.2,2,6.6,3,7,0,0,0,6.4,5.7,6.9,4.3,8.9,7.5,Low,0.7387186673032985
33,Male,UK,ML Engineer,Junior,10,Enterprise (5000+),Fintech,On-site,49,3.5,52,7.9,3,12,1,1,1,4.7,4.0,2.3,1.9,8.8,5.8,High,0.6610364135549648
35,Female,USA,Backend Developer,Lead,12,Mid (201-1000),Fintech,On-site,43,6.1,7,6.8,2,8,0,0,1,3.9,6.6,8.7,5.3,5.1,5.5,High,1.2256248841694874
22,Female,USA,Data Analyst,Junior,2,Mid (201-1000),Consulting,Hybrid,55,3.5,17,5.9,0,14,0,0,1,8.3,4.6,3.8,6.6,5.0,3.9,Severe,0.5051651876816444
22,Male,India,Data Analyst,Senior,2,Large (1001-5000),SaaS / Cloud,On-site,50,1.6,26,4.9,3,15,0,0,1,3.6,6.8,1.3,5.1,3.9,3.1,Severe,0.962782656685407
30,Female,India,Full Stack Developer,Mid,8,Large (1001-5000),Consulting,On-site,45,0.6,9,4.9,1,8,0,0,1,4.2,4.5,2.2,4.6,7.0,3.9,Severe,0.962782656685407
22,Male,USA,Cloud Engineer,Junior,1,Mid (201-1000),Fintech,On-site,48,6.1,14,6.5,3,13,1,0,0,6.5,3.6,2.9,6.6,9.4,3.7,Moderate,0.63834191935622
36,Male,India,Data Analyst,Junior,13,Enterprise (5000+),Cybersecurity,Remote,40,5.9,38,4.7,3,11,0,0,1,5.1,2.3,3.4,9.3,4.4,5.8,Low,0.962782656685407
32,Male,UK,Software Engineer,Senior,11,Mid (201-1000),Social Media / AdTech,On-site,52,2.9,14,5.4,0,14,0,0,1,4.5,6.0,7.2,3.8,5.5,5.7,Severe,0.9599219815241988
45,Female,India,Backend Developer,Junior,22,Mid (201-1000),Healthcare Tech,Hybrid,44,3.5,11,5.1,2,7,0,0,1,4.6,5.8,3.6,8.1,6.5,1.9,Severe,0.962782656685407
34,Male,India,Software Engineer,Mid,11,Large (1001-5000),Fintech,Remote,41,3.6,13,6.8,1,11,0,0,1,6.6,4.5,4.0,5.5,8.0,10.0,Moderate,0.962782656685407
36,Prefer not to say,India,Backend Developer,Junior,16,Mid (201-1000),Healthcare Tech,On-site,51,2.4,26,4.2,0,12,1,0,1,7.1,7.5,1.9,8.7,2.7,8.0,High,0.962782656685407
35,Male,India,Data Scientist,Lead,14,Startup (1-50),SaaS / Cloud,On-site,48,4.0,6,6.3,1,2,0,0,1,4.4,3.6,4.8,4.0,4.6,6.1,High,1.0120289895748655
32,Male,Germany,Software Engineer,Mid,11,Startup (1-50),AI / ML Startup,Remote,40,2.9,2,5.2,3,9,0,0,0,5.3,1.9,2.4,3.5,8.2,4.4,Moderate,0.6641712823515983
32,Female,Netherlands,Data Analyst,Senior,8,Mid (201-1000),E-commerce,Hybrid,49,6.6,18,5.8,1,7,0,0,1,10.0,5.2,6.5,6.1,6.0,4.4,Severe,0.8944015272598117
31,Female,USA,Data Scientist,Manager,9,Startup (1-50),E-commerce,On-site,49,4.7,3,5.6,1,14,0,0,1,1.0,7.2,6.8,1.8,3.4,5.3,Severe,1.284934111867684
22,Female,Netherlands,Product Manager,Mid,0,Small (51-200),Enterprise Software,On-site,47,2.6,8,7.6,3,4,1,0,1,2.7,6.1,5.7,7.9,7.0,6.2,Moderate,0.8767174662815803
39,Male,Canada,Data Analyst,Mid,18,Startup (1-50),Social Media / AdTech,Hybrid,58,2.7,4,6.3,5,16,1,0,1,5.9,7.3,5.3,4.9,10.0,5.7,High,0.6316390491814915
39,Male,Canada,Backend Developer,Senior,17,Startup (1-50),Gaming,On-site,40,2.0,6,7.6,2,10,0,0,1,3.2,5.8,5.0,7.1,7.8,6.8,Low,0.9809533665479955
37,Male,USA,Backend Developer,Lead,15,Startup (1-50),E-commerce,Remote,45,5.2,3,6.4,0,13,0,0,1,5.1,2.9,7.6,7.4,4.2,5.8,Moderate,1.0201117172376928
32,Male,USA,Software Engineer,Senior,12,Small (51-200),Social Media / AdTech,Remote,50,3.8,15,4.3,0,8,0,0,1,9.4,4.9,8.5,5.8,6.8,5.0,High,1.0630866289434815
30,Male,USA,Data Analyst,Mid,7,Small (51-200),E-commerce,Hybrid,48,3.6,14,6.9,2,3,1,0,1,6.2,6.1,2.1,6.6,4.3,6.2,High,0.6287355567640058
23,Female,Germany,ML Engineer,Mid,1,Enterprise (5000+),Healthcare Tech,Remote,51,4.9,32,6.3,0,6,0,0,0,7.4,5.1,6.3,3.2,6.1,8.2,Severe,1.1259736910303169
22,Male,Germany,Frontend Developer,Mid,0,Startup (1-50),SaaS / Cloud,On-site,50,3.0,8,7.9,2,6,0,0,1,5.7,2.3,5.3,4.0,6.3,3.4,High,0.5650692307238516
27,Male,USA,Software Engineer,Manager,3,Small (51-200),AI / ML Startup,Hybrid,47,5.4,19,5.4,2,14,1,0,1,5.4,4.1,4.9,8.4,7.4,3.2,High,1.167654247980042
32,Female,India,Backend Developer,Manager,9,Mid (201-1000),AI / ML Startup,Remote,47,6.1,6,6.6,3,4,1,1,0,4.9,3.0,8.7,4.9,4.4,4.6,Severe,0.9632881175801667
34,Female,India,Data Analyst,Mid,11,Startup (1-50),Gaming,Remote,37,2.6,6,5.5,2,13,0,0,1,5.3,4.8,4.3,5.6,5.8,6.7,Low,0.962782656685407
27,Male,Canada,Data Scientist,Principal,3,Enterprise (5000+),Cybersecurity,On-site,58,5.4,25,6.1,2,2,0,0,1,6.6,2.6,4.8,7.3,10.0,8.2,Severe,1.5595514053239923
22,Male,USA,Backend Developer,Mid,0,Enterprise (5000+),SaaS / Cloud,Remote,51,2.4,39,7.0,4,16,0,0,1,6.7,5.8,6.1,6.5,5.6,5.2,Low,0.8610293028349332
26,Non-binary,Singapore,Backend Developer,Senior,4,Startup (1-50),SaaS / Cloud,Remote,40,3.9,5,6.1,4,9,0,0,1,5.8,4.8,2.8,8.2,3.5,7.3,Low,0.9081390674657174
30,Male,Brazil,QA Engineer,Junior,9,Large (1001-5000),Healthcare Tech,Hybrid,45,2.2,29,5.1,5,13,1,0,0,9.1,3.9,3.9,4.0,3.6,4.7,Low,0.8398328228782779
22,Male,USA,Data Scientist,Mid,2,Startup (1-50),Fintech,On-site,45,3.1,8,5.5,3,11,1,0,0,5.4,6.6,4.9,2.8,8.3,6.0,High,0.8705919206065998
32,Male,Australia,Data Analyst,Mid,10,Enterprise (5000+),Fintech,Remote,46,4.2,49,6.8,4,17,0,0,1,10.0,7.3,7.4,9.1,9.4,6.5,Low,0.7233040771890665
42,Female,USA,Cloud Engineer,Senior,18,Mid (201-1000),Cybersecurity,On-site,53,3.0,25,6.1,3,6,0,0,0,9.0,5.8,7.2,4.0,7.0,5.6,Severe,1.1319409764851258
25,Male,India,Data Scientist,Senior,3,Mid (201-1000),SaaS / Cloud,Remote,47,1.3,27,4.7,1,3,1,1,1,8.2,6.5,1.9,3.8,5.8,5.8,Severe,0.962782656685407
46,Male,USA,Product Manager,Mid,23,Small (51-200),SaaS / Cloud,On-site,47,1.8,19,4.8,2,20,0,0,1,8.4,6.0,8.0,7.2,8.9,7.0,Low,0.860810578732196
26,Male,USA,QA Engineer,Manager,5,Small (51-200),Fintech,Remote,46,5.8,7,5.8,4,1,0,0,0,2.1,6.1,8.7,6.1,4.3,8.4,Severe,1.0702782774414779
29,Male,India,Product Manager,Principal,9,Small (51-200),Cybersecurity,Hybrid,50,4.8,25,7.4,5,0,0,0,1,2.1,6.2,4.8,2.7,4.1,4.3,Severe,1.5354698504483042
34,Male,Germany,Software Engineer,Manager,13,Small (51-200),Cybersecurity,Hybrid,45,6.1,12,6.5,2,10,1,0,1,8.9,7.1,6.6,6.9,7.3,3.6,Severe,1.3681270821113864
31,Male,Germany,Product Manager,Senior,8,Mid (201-1000),E-commerce,Hybrid,42,2.1,23,7.8,4,0,1,0,1,6.0,3.8,6.5,5.4,4.0,5.4,Low,1.3445876048692589
22,Female,Netherlands,Software Engineer,Senior,0,Large (1001-5000),AI / ML Startup,On-site,39,0.6,27,8.4,3,14,0,0,1,5.9,3.0,2.9,5.9,6.4,6.0,Low,0.8917137509463589
33,Male,USA,Data Scientist,Manager,10,Enterprise (5000+),Consulting,Hybrid,47,9.1,21,3.8,6,11,0,0,1,6.2,6.0,4.8,7.6,6.8,4.2,Severe,1.56139262876329
32,Female,USA,Data Scientist,Lead,9,Startup (1-50),Consulting,Remote,53,5.8,2,6.7,2,3,1,1,1,6.5,2.9,8.2,5.8,4.5,8.4,Moderate,0.9151066499956578
29,Male,USA,Product Manager,Senior,7,Small (51-200),Fintech,Hybrid,46,3.3,12,6.5,2,11,0,0,1,3.6,5.2,7.2,6.0,8.5,4.6,Severe,1.1942510988728754
32,Male,Australia,Data Analyst,Junior,5,Mid (201-1000),AI / ML Startup,Remote,51,2.7,15,7.4,3,17,1,1,1,10.0,3.7,2.3,4.4,8.7,8.2,Moderate,0.46824890087982557
34,Male,France,ML Engineer,Lead,11,Enterprise (5000+),SaaS / Cloud,Remote,47,7.7,38,6.5,4,16,0,0,1,8.6,5.1,3.6,1.0,4.8,5.5,Severe,1.6669611857005202
25,Male,USA,Backend Developer,Mid,4,Large (1001-5000),SaaS / Cloud,Remote,54,4.1,12,5.3,2,9,1,0,1,5.2,3.5,5.6,5.2,6.3,5.4,Severe,0.8871974544864017
35,Male,Germany,Product Manager,Mid,14,Startup (1-50),SaaS / Cloud,Remote,43,2.4,3,5.6,1,10,1,0,1,5.7,7.5,4.3,5.5,7.1,6.9,Moderate,0.8650179446146147
27,Female,USA,Software Engineer,Mid,4,Startup (1-50),Fintech,Hybrid,46,2.4,5,5.8,5,15,0,0,1,5.1,1.0,3.3,4.5,8.2,3.0,Moderate,0.7034079654384574
42,Male,India,ML Engineer,Senior,20,Small (51-200),Fintech,Hybrid,46,2.6,15,6.0,5,7,1,0,0,4.2,7.5,1.0,7.6,6.8,3.8,Low,0.962782656685407
38,Male,USA,Backend Developer,Senior,17,Startup (1-50),Healthcare Tech,Remote,47,3.3,7,6.7,4,15,1,0,1,5.0,3.1,9.3,6.2,6.2,4.0,Moderate,1.1551519782675885
24,Female,India,Backend Developer,Senior,1,Enterprise (5000+),Enterprise Software,On-site,51,4.4,27,4.5,4,27,0,0,1,5.6,3.4,5.1,7.3,4.3,7.4,High,0.962782656685407
40,Male,USA,Cloud Engineer,Junior,20,Small (51-200),SaaS / Cloud,Hybrid,51,2.7,17,6.8,7,12,1,1,1,6.1,6.4,4.1,5.4,5.4,5.0,Low,0.6214301717325862
34,Male,France,ML Engineer,Senior,10,Small (51-200),Social Media / AdTech,Remote,43,2.6,14,6.6,2,12,1,0,1,6.1,2.4,4.3,1.5,5.6,7.4,Moderate,1.264887843192314
35,Male,UK,Software Engineer,Senior,14,Startup (1-50),SaaS / Cloud,Hybrid,49,4.2,6,6.7,2,11,0,0,1,5.5,6.2,3.3,6.2,4.8,7.6,High,0.9311999064864669
30,Female,USA,Product Manager,Senior,9,Enterprise (5000+),Consulting,Remote,47,1.4,25,5.0,0,7,0,0,1,5.6,7.4,4.0,3.8,6.9,5.2,Severe,1.2314691921946233
29,Female,India,Software Engineer,Mid,10,Startup (1-50),SaaS / Cloud,On-site,43,3.9,2,4.8,0,19,0,0,1,6.4,6.3,3.0,7.1,6.9,5.4,Moderate,0.962782656685407
29,Female,USA,Backend Developer,Manager,9,Mid (201-1000),E-commerce,Remote,44,7.6,7,6.1,2,15,1,1,1,2.6,4.4,6.2,1.1,3.2,5.6,High,1.3840948710845833
24,Male,India,ML Engineer,Senior,0,Large (1001-5000),Healthcare Tech,Hybrid,50,3.2,18,3.9,4,12,0,0,0,9.2,4.7,3.8,4.1,2.0,4.0,High,1.0185999812067434
22,Male,India,Cloud Engineer,Mid,0,Mid (201-1000),Cybersecurity,On-site,35,2.8,10,5.1,3,14,1,1,0,3.3,8.7,5.7,6.5,4.5,7.2,Low,0.962782656685407
27,Female,Netherlands,Software Engineer,Manager,2,Small (51-200),Consulting,Remote,54,7.5,12,6.3,4,8,0,0,1,10.0,2.7,7.8,8.5,5.1,7.2,High,1.260001904401387
27,Female,Canada,Software Engineer,Principal,5,Mid (201-1000),Fintech,Remote,51,1.4,21,5.3,2,13,1,1,1,6.9,3.6,5.4,4.6,4.1,8.0,Low,1.5781066527532623
23,Male,USA,Data Analyst,Mid,0,Large (1001-5000),Gaming,On-site,47,2.4,10,5.4,1,14,0,0,1,3.2,5.1,5.1,3.8,9.1,5.3,Severe,0.6636089277044117
35,Male,Canada,Software Engineer,Junior,13,Small (51-200),Healthcare Tech,Remote,50,4.2,18,7.0,2,20,0,0,1,3.4,5.2,6.6,3.9,9.4,5.6,Moderate,0.621504370158345
33,Male,India,Product Manager,Senior,12,Mid (201-1000),E-commerce,Hybrid,46,3.6,16,6.1,4,9,1,1,0,3.5,5.8,1.0,5.9,9.3,4.6,Low,1.0421640867291186
27,Male,USA,Data Analyst,Lead,5,Large (1001-5000),Fintech,Remote,47,6.1,7,6.5,5,7,0,0,1,7.9,6.0,7.1,5.1,6.8,7.2,High,1.007696937166334
29,Female,Netherlands,Backend Developer,Mid,8,Mid (201-1000),Gaming,Hybrid,54,0.0,26,6.3,6,12,0,0,1,6.3,6.3,7.7,5.4,7.3,4.1,Moderate,0.8934595495798633
33,Male,India,ML Engineer,Senior,14,Mid (201-1000),Fintech,Hybrid,52,3.2,17,4.0,4,8,0,0,1,6.8,6.8,1.9,6.2,5.5,5.8,High,0.962782656685407
26,Male,USA,ML Engineer,Lead,8,Enterprise (5000+),Healthcare Tech,On-site,55,6.7,45,4.7,4,7,1,0,0,6.8,4.2,6.9,6.9,3.5,8.5,Severe,1.6648578783220556
22,Male,France,Product Manager,Junior,1,Large (1001-5000),Gaming,Hybrid,43,1.3,26,5.6,0,9,0,0,1,6.0,2.8,3.2,6.8,7.3,9.4,Low,0.7133454599373642
39,Female,India,Product Manager,Mid,20,Small (51-200),Fintech,Remote,39,4.2,21,5.4,7,3,0,0,0,6.0,3.0,1.8,5.9,3.2,8.5,High,0.962782656685407
30,Male,Australia,Software Engineer,Senior,9,Small (51-200),Enterprise Software,Hybrid,39,3.8,7,7.0,2,13,0,0,1,6.0,5.4,1.2,7.0,7.4,5.9,Low,1.1485326103005582
33,Male,Australia,Full Stack Developer,Junior,8,Large (1001-5000),Social Media / AdTech,Remote,43,4.8,13,6.1,5,22,0,0,1,8.3,1.2,3.7,8.0,6.1,5.4,Low,0.6931254355273617
32,Male,Brazil,Product Manager,Lead,9,Mid (201-1000),E-commerce,On-site,43,6.5,29,6.5,3,9,0,0,1,5.8,5.2,1.2,9.0,5.8,4.9,High,1.1597671367537579
22,Female,India,Backend Developer,Senior,0,Large (1001-5000),Healthcare Tech,Remote,53,4.4,21,6.2,3,12,0,0,1,1.0,10.0,3.8,6.0,6.1,5.8,High,0.962782656685407
26,Male,Canada,ML Engineer,Mid,3,Mid (201-1000),SaaS / Cloud,On-site,43,3.6,17,6.3,1,15,1,0,0,4.8,6.6,5.5,6.7,6.3,4.1,Moderate,1.0004620880079846
31,Male,France,Cybersecurity Engineer,Manager,7,Startup (1-50),Healthcare Tech,Hybrid,53,8.4,7,5.0,2,0,0,0,1,7.1,5.1,3.2,5.4,6.1,4.5,Severe,1.4177784969782297
30,Male,India,Product Manager,Principal,9,Mid (201-1000),Consulting,Remote,57,4.1,15,6.1,3,3,0,0,1,6.9,7.0,5.4,8.7,4.5,2.8,Moderate,1.2269702176798827
23,Male,USA,Data Analyst,Mid,1,Enterprise (5000+),E-commerce,On-site,58,5.0,42,6.4,1,8,0,0,1,5.8,6.5,6.6,5.2,7.6,4.6,Severe,0.7949658748442144
33,Male,France,DevOps Engineer,Junior,13,Mid (201-1000),Fintech,Remote,47,6.0,17,5.5,1,14,0,0,0,8.1,4.3,4.7,5.5,10.0,8.4,High,0.5409664884066009
35,Male,Australia,DevOps Engineer,Principal,13,Large (1001-5000),Fintech,Hybrid,43,2.4,19,4.5,5,20,0,0,1,3.1,8.4,6.2,4.6,8.5,5.8,High,1.3829848349710867
28,Female,India,Backend Developer,Junior,5,Mid (201-1000),E-commerce,Remote,52,5.8,28,5.5,4,11,1,0,0,3.0,2.1,4.6,5.9,6.3,10.0,Moderate,0.962782656685407
38,Male,Germany,Backend Developer,Mid,16,Large (1001-5000),SaaS / Cloud,On-site,48,4.5,16,6.1,1,16,1,1,1,5.3,10.0,5.4,8.2,5.8,4.4,Moderate,0.8027168760317255
35,Male,India,Data Analyst,Mid,13,Large (1001-5000),Gaming,Hybrid,56,4.2,28,6.4,4,16,0,0,1,5.2,8.6,6.2,3.7,9.0,5.3,Severe,0.962782656685407
34,Male,USA,Frontend Developer,Lead,16,Mid (201-1000),SaaS / Cloud,Hybrid,52,4.7,27,7.7,3,19,1,1,1,5.8,8.3,2.8,6.4,7.7,8.2,Low,1.0227014106141001
28,Male,USA,Software Engineer,Mid,6,Mid (201-1000),Gaming,On-site,51,3.7,21,6.3,3,14,0,0,0,4.9,7.6,3.9,10.0,8.9,6.6,Severe,0.7630671517010333
30,Male,USA,Cloud Engineer,Senior,8,Enterprise (5000+),Enterprise Software,On-site,42,2.9,33,5.1,3,15,0,0,1,8.1,3.6,6.4,4.2,5.4,7.5,Moderate,1.292930665063753
37,Female,Germany,Data Scientist,Senior,16,Startup (1-50),SaaS / Cloud,On-site,51,5.2,6,7.6,4,16,0,0,1,9.0,6.7,5.2,5.0,5.2,5.7,Low,0.7937053844853341
22,Male,UK,Software Engineer,Senior,0,Startup (1-50),AI / ML Startup,On-site,41,2.3,7,6.5,1,15,0,0,1,5.6,5.9,2.8,3.4,8.1,4.6,Low,1.0485023951912338
22,Male,Singapore,Frontend Developer,Mid,0,Enterprise (5000+),E-commerce,Remote,48,2.3,47,5.1,7,7,0,0,0,6.5,5.4,7.5,4.1,8.2,5.7,High,0.8747953453759428
28,Non-binary,USA,Software Engineer,Senior,8,Startup (1-50),Cybersecurity,Hybrid,43,4.3,2,6.0,0,8,0,0,1,9.8,7.1,6.0,6.7,7.6,5.9,Moderate,0.9459467484815913
31,Male,USA,Software Engineer,Senior,7,Small (51-200),Cybersecurity,Remote,42,3.1,29,6.2,4,14,1,1,0,2.3,4.7,5.1,3.5,8.8,6.4,Low,0.9528934259845221
30,Female,USA,Full Stack Developer,Mid,9,Mid (201-1000),SaaS / Cloud,Hybrid,40,6.1,29,5.7,3,6,0,0,0,5.9,5.5,7.0,6.1,5.7,5.9,Moderate,0.8718342735101466
35,Male,India,Software Engineer,Junior,12,Mid (201-1000),Gaming,Remote,37,5.7,6,5.2,4,16,0,0,1,4.0,10.0,2.9,3.0,8.1,5.9,Moderate,0.962782656685407
33,Male,Germany,Backend Developer,Senior,10,Large (1001-5000),Gaming,On-site,42,3.6,9,3.8,3,9,1,1,1,7.6,4.8,2.6,8.7,6.1,7.8,Low,1.1931823691986057
31,Female,Singapore,Data Analyst,Manager,9,Enterprise (5000+),Consulting,On-site,48,7.8,34,6.2,3,20,1,0,0,3.0,5.0,4.7,8.4,5.9,3.6,Moderate,1.164562292153773
29,Female,India,Product Manager,Junior,6,Large (1001-5000),E-commerce,Remote,48,1.7,25,5.8,4,14,1,1,1,3.7,6.1,8.3,3.4,7.4,4.4,High,0.962782656685407
37,Male,India,Software Engineer,Mid,15,Mid (201-1000),SaaS / Cloud,On-site,41,3.5,19,4.7,4,9,0,0,1,7.1,7.2,2.7,8.2,8.2,5.1,High,0.962782656685407
39,Male,USA,Data Scientist,Manager,18,Large (1001-5000),Fintech,On-site,58,4.6,24,5.8,5,3,0,0,0,6.3,6.3,6.1,4.4,4.0,3.9,High,1.5130021082737302
29,Male,Germany,Full Stack Developer,Senior,6,Enterprise (5000+),E-commerce,Hybrid,46,3.0,42,7.1,3,18,1,1,0,9.8,5.1,8.4,3.6,5.3,5.1,Low,1.074267213860077
34,Male,USA,Cloud Engineer,Senior,12,Mid (201-1000),Consulting,Hybrid,46,2.5,15,5.6,0,7,0,0,1,4.6,6.8,6.0,9.2,6.2,4.8,Severe,1.1700602131101505
29,Male,USA,QA Engineer,Manager,9,Large (1001-5000),Social Media / AdTech,Remote,55,6.6,7,6.4,5,10,1,0,1,5.9,7.3,5.7,4.0,5.6,6.7,Severe,1.2290544781004056
23,Male,USA,Cloud Engineer,Lead,0,Large (1001-5000),SaaS / Cloud,Hybrid,55,4.6,11,5.4,2,16,0,0,0,3.9,4.0,6.8,7.4,5.6,6.8,Severe,1.5412175175268183
22,Male,India,Cybersecurity Engineer,Senior,1,Large (1001-5000),Healthcare Tech,On-site,47,2.0,7,7.2,4,8,0,0,1,8.3,5.1,1.0,6.2,5.1,1.0,Low,0.962782656685407
